0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Emission_Norm,Engine_Location,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,City_Mileage,Highway_Mileage,Kerb_Weight,Ground_Clearance,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Power,torque,Seating_Capacity,Wheelbase,Boot_Space,Minimum_Turning_Radius,Number_of_Airbags
975,Lamborghini,Aventador,Lp 700-4,47893943,6498,12,BS IV,"Front, Longitudinal",90,Petrol,1136,4780,2030,Convertible,3,5,1575,100,horizontal monotube damper with push-rod system,horizontal monotube damper with push-rod system,1720,1700,700,690,2,2700,110,0,6
976,Lamborghini,Aventador,Lp700-4 Roadster,53210327,6498,12,BS IV,"Front, Longitudinal",90,Petrol,1136,4780,2030,Convertible,3.6,8.8,1575,0,horizontal monotube damper with push-rod system,horizontal monotube damper with push-rod system,0,0,700,690,2,2700,110,6.25,6
977,Lamborghini,Aventador,S,47467700,6498,12,BS IV,"Front, Longitudinal",90,Petrol,1136,4797,2030,Coupe,3.6,5,1575,100,Push rod magneto-rheologic active,Horizontal dampers and springs,1720,1700,740,690,2,2700,110,0,6
978,Rolls-Royce,Dawn,Convertible,59216193,6598,12,BS IV,"Front, Longitudinal",80,Petrol,1502,5285,1947,Convertible,7.9,7.9,2608,208,Double wishbone front axle,Multi Link rear axle,1662,1668,571,780,4,3112,460,0,8
979,Rolls-Royce, Drophead Coupe,Phantom,83755383,6749,12,BS IV,"Front, Transverse",100,Petrol,1638,5842,1990,Convertible,4.38,4.38,2649,164,Independent Double Wishbone with Air Springs,Independent Multi-Link with Air Springs,1686,1676,453,720,4,3570,460,6.55,6
980,Maruti Suzuki,Omni,5 Str Bs-Iv,282778,796,3,BS IV,"Front, Longitudinal",35,Petrol,1640,3370,1410,MPV,13,14.7,785,165,McPherson Strut,Leaf spring with Shock absorbers,1205,1190,34,59,5,1840,525,4.1,0
981,Maruti Suzuki,Omni,E 8 Str Bs-Iv,284485,796,3,BS IV,"Front, Longitudinal",36,Petrol,1640,3370,1410,MPV,13,14.7,785,165,McPherson Strut,Leaf spring with Shock absorbers,1205,1190,34,59,8,1840,525,4.1,0
982,Datsun ,Go+,Datsun D,412292,1198,3,BS IV,"Front, Transverse",35,Petrol,1507,3995,1635,MPV,12.8,17.9,0,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,68,104,7,2450,347,4.6,2
983,Datsun ,Go+,Datsun T,552656,1198,3,BS IV,"Front, Transverse",35,Petrol,1507,3995,1635,MPV,12.8,17.9,0,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,68,104,7,2450,347,4.6,2
984,Datsun ,Go+,Datsun T (O),574448,1198,3,BS IV,"Front, Transverse",35,Petrol,1507,3995,1635,MPV,16.3,20,0,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,68,104,7,2450,347,4.6,2
985,Datsun,Go+,Datsun A (O),555196,1198,3,BS IV,"Front, Transverse",35,Petrol,1507,3995,1635,MPV,20.62,0,0,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,68,104,7,2450,347,4.6,2
986,Datsun ,Go+,Datsun A,500575,1198,3,BS IV,"Front, Transverse",35,Petrol,1507,3995,1635,MPV,20.62,0,0,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,68,104,7,2450,347,4.6,2
987,Datsun ,Go+,Datsun T Vdc,593361,1198,3,BS IV,"Front, Transverse",35,Petrol,1507,3995,1635,MPV,12.8,17.9,0,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,68,104,7,2450,347,4.6,2
988,Datsun ,Go+,Datsun T (O) Vdc,615153,1198,3,BS IV,"Front, Transverse",35,Petrol,1507,3995,1635,MPV,16.3,20,0,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,68,104,7,2450,347,4.6,2
989,Datsun,Go+,Datsun T Cvt,658361,1198,3,BS IV,"Front, Transverse",35,Petrol,1507,3995,1635,MPV,12.8,17.9,0,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,78,104,7,2450,347,4.6,2
990,Datsun ,Go+,Datsun T (O) Cvt,680153,1198,3,BS IV,"Front, Transverse",35,Petrol,1507,3995,1635,MPV,16.3,20,0,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,78,104,7,2450,347,4.6,2
991,Fiat,Punto Evo Pure,1.2L Fire Dynamic,482330,1172,4,BS IV,"Front, Longitudinal",45,Petrol,1525,3987,1687,Hatchback,12,15,1165,195,"Mac Pherson strut with Lower Transverse link, coil spring",Torsion beam & coil spring,0,0,68,96,5,2510,280,5,0
992,Fiat,Punto Evo Pure,1.3,575947,1248,4,BS IV,"Front, Transverse",45,Diesel,1525,3989,1687,Hatchback,0,0,1173,185,"Independent Wheels suspension with Mcpherson struts, Helical springs, Double acting Telescopic Dampers with Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",0,0,75,197,5,2510,280,0,1
993,Ford,Figo,Ambiente 1.2 Ti-Vct,523000,1194,4,BS IV,"Front, Transverse",42,Petrol,1525,3941,1704,Hatchback,0,0,1026,0,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,96,120,5,2490,0,0,2
994,Ford,Figo,Ambiente 1.5 Tdci,623000,1498,4,BS IV,"Front, Transverse",40,Diesel,1525,3941,1704,Hatchback,17,0,1057,0,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,100,215,5,2490,0,0,2
995,Ford,Figo,Titanium 1.2 Ti-Vct,599900,1196,4,BS IV,"Front, Transverse",42,Petrol,1525,3941,1704,Hatchback,0,0,1026,0,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,96,120,5,2490,0,0,2
996,Ford,Figo,Titanium1.5 Tdci,699900,1498,4,BS IV,"Front, Transverse",40,Diesel,1525,3941,1704,Hatchback,0,0,1057,0,Independent McPherson strut with Coil spring & Anti-roll bar,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,100,215,5,2490,0,0,2
997,Ford,Figo,Titanium Blu 1.2 Ti-Vct,664900,1194,4,BS IV,"Front, Transverse",42,Petrol,1525,3941,1704,Hatchback,0,0,1026,0,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,96,120,5,2490,0,0,6
998,Ford,Figo,Titanium Blu 1.5 Tdci,764900,1498,4,BS IV,"Front, Transverse",40,Diesel,1525,3941,1704,Hatchback,0,0,1057,0,Independent MCPherson Strut with coil springs & anti-roll bar,"Semi Independent, Twist Beam with coil Spring and Shock Absorber",0,0,100,215,5,2490,0,0,6
999,Maruti Suzuki,Baleno,1.3 Delta,746621,1248,4,BS IV,"Front, Transverse",37,Diesel,1510,3995,1745,Hatchback,27.39,0,970,170,MacPherson Strut,Torsion Beam,1515,1525,75,190,5,2520,339,4.9,2
1000,Maruti Suzuki,Baleno,1.3 Alpha,868221,1248,4,BS IV,"Front, Transverse",37,Diesel,1500,3995,1745,Hatchback,27.39,0,985,170,MacPherson Strut,Torsion Beam,1505,1515,75,190,5,2520,339,4.9,2
1001,Maruti Suzuki,Baleno,1.3 Sigma,668611,1248,4,BS IV,"Front, Transverse",37,Diesel,1500,3995,1745,Hatchback,27.39,0,960,170,MacPherson Strut,Torsion Beam,1515,1525,75,190,5,2520,339,4.9,2
1002,Maruti Suzuki,Baleno,1.3 Zeta,807921,1248,4,BS IV,"Front, Transverse",37,Diesel,1500,3995,1745,Hatchback,27.39,0,980,170,MacPherson Strut,Torsion Beam,1505,1515,75,190,5,2520,339,4.9,2
1003,Maruti Suzuki,Baleno,1.2 Alpha,758212,1197,4,BS 6,"Front, Transverse",37,Petrol,1510,3995,1745,Hatchback,21.4,0,890,170,McPherson Strut,Torsion Beam,1505,1515,83,115,5,2520,339,4.9,2
1004,Maruti Suzuki,Baleno,1.2 Alpha Cvt,890212,1197,4,BS 6,"Front, Transverse",37,Petrol,1510,3995,1745,Hatchback,21.4,0,935,170,MacPherson Strut,Torsion Beam,1505,1515,83,115,5,2520,339,4.9,2
1005,Maruti Suzuki,Baleno,1.2 Delta,636612,1197,4,BS 6,"Front, Transverse",37,Petrol,1510,3995,1745,Hatchback,21.4,0,870,170,MacPherson Strut,Torsion Beam,1515,1525,83,115,5,2520,339,4.9,2
1006,Maruti Suzuki,Baleno,1.2 Delta Cvt,768612,1197,4,BS 6,"Front, Transverse",37,Petrol,1510,3995,1745,Hatchback,21.4,0,910,170,MacPherson Strut,Torsion Beam,1515,1525,83,115,5,2520,339,4.9,2
1007,Maruti Suzuki,Baleno,1.2 Sigma,558602,1197,4,BS 6,"Front, Transverse",37,Petrol,1510,3995,1745,Hatchback,21.4,0,865,170,MacPherson Strut,Torsion Beam,1515,1525,83,115,5,2520,339,4.9,2
1008,Maruti Suzuki,Baleno,1.2 Zeta,697912,1197,4,BS 6,"Front, Transverse",37,Petrol,1510,3995,1745,Hatchback,21.4,0,880,170,MacPherson Strut,Torsion Beam,1505,1515,83,115,5,2520,339,4.9,2
1009,Maruti Suzuki,Baleno,1.2 Delta Dualjet,733412,1197,4,BS 6,"Front, Transverse",37,Petrol,1510,3995,1745,Hatchback,21.4,0,870,170,MacPherson Strut,Torsion Beam,1515,1525,83,115,5,2520,339,4.9,2
1010,Maruti Suzuki,Baleno,1.2 Zeta Dualjet,789912,1197,4,BS 6,"Front, Transverse",37,Petrol,1510,3995,1745,Hatchback,21.4,0,880,170,MacPherson Strut,Torsion Beam,1505,1515,83,115,5,2520,339,4.9,2
1011,Maruti Suzuki,Baleno,1.2 Zeta Cvt,829912,1197,4,BS 6,"Front, Transverse",37,Petrol,1510,3995,1745,Hatchback,21.4,0,920,170,MacPherson Strut,Torsion Beam,1515,1525,83,115,5,2520,339,4.9,2
1012,Hyundai,Grand ITen ,1.2 Kappa Vtvt Magna,586428,1197,4,BS IV,"Front, Transverse",43,Petrol,1520,3765,1660,Hatchback,18.9,18.9,1003,165,McPherson Strut,Coupled Torsion Beam Axle,1479,1493,83,114,5,2425,256,4.7,2
1013,Hyundai,Grand ITen ,1.2 Kappa Vtvt Sportz,620637,1197,4,BS IV,"Front, Transverse",43,Petrol,1520,3765,1660,Hatchback,18.9,19.77,1003,165,McPherson Strut,Coupled Torsion Beam Axle,1479,1493,83,114,5,2425,256,4.7,2
1014,Hyundai,Grand ITen ,1.2 Kappa Vtvt Magna At,652328,1197,4,BS IV,"Front, Transverse",43,Petrol,1520,3765,1660,Hatchback,18.9,17.49,0,165,Mc Pherson Strut,Coupled Torsion Beam Axle,1479,1493,83,114,5,2425,256,5.2,2
1015,Hyundai,Grand ITen ,1.2 Kappa Vtvt Sportz At,705538,1197,4,BS IV,"Front, Transverse",43,Petrol,1520,3765,1660,Hatchback,18.9,17.49,1003,165,McPherson Strut,Coupled Torsion Beam Axle,1479,1493,83,114,5,2425,256,4.7,2
1016,Hyundai,Grand ITen ,1.2 Kappa Vtvt Sportz Dual Tone,640537,1197,4,BS IV,"Front, Transverse",43,Petrol,1520,3765,1660,Hatchback,18.9,19.77,1003,165,McPherson Strut,Coupled Torsion Beam Axle,1479,1493,83,114,5,2425,256,4.7,2
1017,Hyundai,Grand ITen ,1.2 Kappa Vtvt Magna Cng,653452,1197,4,BS IV,"Front, Transverse",43,CNG,1520,3765,1660,Hatchback,0,0,1003,165,McPherson Strut,Coupled Torsion Beam Axle,1479,1493,82,114,5,2425,256,4.7,2
1018,Fiat,Linea Classic,1.3 Multijet,751203,1248,4,BS IV,"Front, Transverse",45,Diesel,1487,4560,1730,Sedan,16.2,19.5,1210,185,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",0,0,76,197,5,2603,500,5.4,0
1019,Fiat,Linea Classic,1.4,646336,1368,4,BS IV,"Front, Transverse",45,Petrol,1487,4560,1730,Sedan,11.4,14.9,1180,185,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",0,0,90,115,5,2603,500,5.4,0
1020,Fiat,Linea Classic,Plus 1.3 Multijet,808558,1248,4,BS IV,"Front, Transverse",0,Diesel,1487,4560,1730,Sedan,16.2,19.5,0,0,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",0,0,76,197,5,2603,0,0,0
1021,Nissan,Sunny,Xe Petrol,707025,1498,4,BS IV,"Front, Transverse",41,Petrol,1515,4455,1695,Sedan,10.6,0,0,0,McPherson Strut,Torsion Bar,0,0,99,134,5,2600,490,5.3,1
1022,Nissan,Sunny,Xl Petrol,836461,1498,4,BS IV,"Front, Transverse",41,Petrol,1515,4455,1695,Sedan,10.6,0,0,0,McPherson Strut,Torsion Bar,0,0,99,134,5,2600,490,5.3,1
1023,Nissan,Sunny,Xl Diesel,912534,1461,4,BS IV,"Front, Transverse",41,Diesel,1515,4455,1695,Sedan,18,0,0,0,McPherson Strut,Torsion Bar,0,0,86,200,5,2600,490,5.3,1
1024,Nissan,Sunny,Xv Diesel,993997,1461,4,BS IV,"Front, Transverse",41,Diesel,1515,4455,1695,Sedan,18,0,0,0,McPherson Strut,Torsion Bar,0,0,86,200,5,2600,490,5.3,2
1025,Nissan,Sunny,Xe Diesel,860997,1461,4,BS IV,"Front, Transverse",41,Diesel,1515,4455,1695,Sedan,18,0,0,0,McPherson Strut,Torsion Bar,0,0,86,200,5,2600,490,5.3,1
1026,Nissan,Sunny,Xv Cvt,993997,1498,4,BS IV,"Front, Transverse",41,Petrol,1515,4455,1695,Sedan,10.6,0,0,0,McPherson Strut,Torsion Bar,0,0,101,134,5,2600,490,5.3,2
1027,Nissan,Sunny,Special Edition Diesel,877285,1461,4,BS IV,"Front, Transverse",41,Diesel,1515,4455,1695,Sedan,18,0,0,0,McPherson Strut,Torsion Bar,0,0,86,200,5,2600,490,5.3,2
1028,Mahindra,Bolero,Zlx,942263,2523,4,BS IV,"Front, Transverse",60,Diesel,1880,4107,1745,SUV,9.4,13.6,1615,180,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Ellipitical leaf springs,1460,1355,63,195,7,2680,1702,5.8,0
1029,Mahindra,Bolero,Slx,917055,2523,4,BS IV,"Front, Transverse",60,Diesel,1880,4107,1745,SUV,12.3,15.5,1615,180,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Ellipitical leaf springs,0,0,63,195,7,2680,0,5.8,0
1030,Mahindra,Bolero,Sle,860720,2523,4,BS IV,"Front, Transverse",60,Diesel,1880,4107,1745,SUV,12.3,15.5,1615,180,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Ellipitical leaf springs,0,0,63,195,7,2680,0,5.8,0
1031,Mahindra,Bolero,Ex,815883,2523,4,BS IV,"Front, Transverse",60,Diesel,1910,4221,1745,SUV,9.4,13.6,1615,183,Rigid leaf spring,Rigid leaf spring,0,0,63,195,7,2794,0,5.9,0
1032,Mahindra,Bolero,Ex Non Ac,773678,2523,4,BS IV,"Front, Transverse",60,Diesel,1910,4221,1745,SUV,9.4,13.6,1615,183,Rigid leaf spring,Rigid leaf spring,0,0,63,195,7,2794,0,5.9,0
1033,Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,1102689,1248,4,BS IV,"Front, Transverse",43,Diesel,1485,4490,1730,Sedan,28.09,0,1105,170,McPherson,Torsion Beam,0,0,89,200,5,2650,510,5.4,2
1034,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,919689,1248,4,BS IV,"Front, Transverse",43,Diesel,1485,4490,1730,Sedan,28.09,0,1105,170,McPherson,Torsion Beam,0,0,89,200,5,2650,510,5.4,2
1035,Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,980689,1248,4,BS IV,"Front, Transverse",43,Diesel,1485,4490,1730,Sedan,28.09,0,1105,170,McPherson,Torsion Beam,0,0,89,200,5,2650,510,5.4,2
1036,Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,1062689,1248,4,BS IV,"Front, Transverse",43,Diesel,1485,4490,1730,Sedan,28.09,0,1105,170,McPherson,Torsion Beam,0,0,89,200,5,2650,510,5.4,2
1037,Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,819689,1462,4,BS 6,"Front, Transverse",43,Petrol,1485,4490,1730,Sedan,0,0,1010,170,McPherson Strut,Torsion Beam,0,0,103,138,5,2650,510,5.4,2
1038,Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,881689,1462,4,BS 6,"Front, Transverse",43,Petrol,1485,4490,1730,Sedan,0,0,1010,170,McPherson Strut,Torsion Beam,0,0,103,138,5,2650,510,5.4,2
1039,Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,958689,1462,4,BS 6,"Front, Transverse",43,Petrol,1485,4490,1730,Sedan,21.56,0,1010,170,McPherson Strut,Torsion Beam,0,0,103,138,5,2650,510,5.4,2
1040,Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,997689,1462,4,BS 6,"Front, Transverse",43,Petrol,1485,4490,1730,Sedan,0,0,1010,170,McPherson Strut,Torsion Beam,0,0,103,138,5,2650,510,5.4,2
1041,Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,980689,1462,4,BS 6,"Front, Transverse",43,Petrol,1485,4490,1730,Sedan,0,0,1010,170,McPherson Strut,Torsion Beam,0,0,103,138,5,2650,510,5.4,2
1042,Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,1058688,1462,4,BS 6,"Front, Transverse",43,Petrol,1485,4490,1730,Sedan,0,0,1010,170,McPherson Strut,Torsion Beam,0,0,103,138,5,2650,510,5.4,2
1043,Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,1098689,1462,4,BS 6,"Front, Transverse",43,Petrol,1485,4490,1730,Sedan,0,0,1010,170,McPherson Strut,Torsion Beam,0,0,103,138,5,2650,510,5.4,2
1044,Maruti Suzuki,Ciaz,1.5L Alpha,1138189,1498,4,BS IV,"Front, Transverse",43,Diesel,1485,4490,1730,Sedan,26.82,0,1105,170,McPherson,Torsion Beam,0,0,94,225,5,2650,510,5.4,2
1045,Maruti Suzuki,Ciaz,1.5L Delta,997689,1498,4,BS IV,"Front, Transverse",43,Diesel,1485,4490,1730,Sedan,26032,0,1105,170,McPherson,Torsion Beam,0,0,94,225,5,2650,510,5.4,2
1046,Maruti Suzuki,Ciaz,1.5L Zeta,1109189,1498,4,BS IV,"Front, Transverse",43,Diesel,1485,4490,1730,Sedan,26.32,0,1105,170,McPherson,Torsion Beam,0,0,94,225,5,2650,510,5.4,2
1047,Skoda,Rapid,1.6 Mpi Ambition,998599,1598,4,BS IV,"Front, Transverse",55,Petrol,1466,4413,1699,Sedan,12,15.41,1137,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,105,153,5,2552,460,5.3,2
1048,Skoda,Rapid,1.5 Tdi Cr Active,1006139,1498,4,BS IV,"Front, Transverse",55,Diesel,1466,4413,1699,Sedan,14.5,21.13,1210,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,110,250,5,2552,460,5.3,2
1049,Skoda,Rapid,1.6 Mpi Active,881916,1598,4,BS IV,"Front, Transverse",55,Petrol,1466,4413,1699,Sedan,12,15.41,1137,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,105,153,5,2552,460,5.3,2
1050,Skoda,Rapid,1.5 Tdi Cr Ambition,1129599,1498,4,BS IV,"Front, Transverse",55,Diesel,1466,4413,1699,Sedan,14.5,21.13,1210,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,110,250,5,2552,460,5.3,2
1051,Skoda,Rapid,1.5 Tdi Cr Ambition At,1249599,1498,4,BS IV,"Front, Transverse",55,Diesel,1466,4413,1699,Sedan,14.5,21.72,1228,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,110,250,5,2552,460,5.3,2
1052,Skoda,Rapid,1.6 Mpi Style At,1243599,1598,4,BS IV,"Front, Transverse",55,Petrol,1466,4413,1699,Sedan,12,14.84,1187,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,105,153,5,2552,460,5.3,2
1053,Skoda,Rapid,1.5 Tdi Cr Style At,1399599,1498,4,BS IV,"Front, Transverse",55,Diesel,1466,4413,1699,Sedan,18,21.72,1228,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,110,250,5,2552,460,5.3,2
1054,Skoda,Rapid,1.5 Tdi Cr Style,1273599,1498,4,BS IV,"Front, Transverse",55,Diesel,1466,4413,1699,Sedan,18,21.13,1210,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,110,250,5,2552,460,5.3,2
1055,Skoda,Rapid,1.6 Mpi Style,1115599,1598,4,BS IV,"Front, Transverse",55,Petrol,1466,4413,1699,Sedan,12,15.41,1137,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,105,153,5,2552,460,5.3,2
1056,Skoda,Rapid,1.6 Mpi Ambition At,999599,1598,4,BS IV,"Front, Transverse",55,Petrol,1466,4413,1699,Sedan,12,14.84,1187,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,105,153,5,2552,460,5.3,2
1057,Skoda,Rapid,Onyx Mt Petrol,975599,1598,4,BS IV,"Front, Transverse",55,Petrol,1466,4413,1699,Sedan,12,15.41,1137,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,105,153,5,2552,460,5.3,2
1058,Skoda,Rapid,Onyx At Petrol,1099599,1598,4,BS IV,"Front, Transverse",55,Petrol,1466,4413,1699,Sedan,12,14.84,1187,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,105,153,5,2552,460,5.3,2
1059,Skoda,Rapid,Onyx Mt Diesel,1158599,1498,4,BS IV,"Front, Transverse",55,Diesel,1466,4413,1699,Sedan,18,21.13,1210,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,110,250,5,2552,460,5.3,2
1060,Skoda,Rapid,Onyx At Diesel,1273599,1498,4,BS IV,"Front, Transverse",55,Diesel,1466,4413,1699,Sedan,18,21.72,1228,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,110,250,5,2552,460,5.3,2
1061,Fiat,Abarth Punto,1.4 T-Jet,980970,1368,4,BS IV,"Front, Transverse",0,Petrol,1505,3989,1687,Hatchback,17,0,0,155,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",0,0,145,212,5,2510,0,0,2
1062,Hyundai,Creta,1.4 Crdi E Plus,999990,1396,4,BS IV,"Front, Transverse",55,Diesel,1630,4270,1780,SUV,21.38,0,0,190,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,90,220,5,2590,475,0,2
1063,Hyundai,Creta,1.6 Vtvt E Plus,999990,1591,4,BS IV,"Front, Transverse",55,Petrol,1630,4270,1780,SUV,15.29,0,0,190,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,123,151,5,2590,475,0,2
1064,Hyundai,Creta,1.6 Vtvt Sx,1232534,1591,4,BS IV,"Front, Transverse",55,Petrol,1630,4270,1780,SUV,15.29,0,1180,190,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,123,151,5,2590,475,0,2
1065,Hyundai,Creta,1.6 Vtvt Sx (O),1394437,1591,4,BS IV,"Front, Transverse",55,Petrol,1630,4270,1780,SUV,15.29,0,1180,190,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,123,151,5,2590,475,0,6
1066,Hyundai,Creta,1.6 Vtvt Sx At,1377363,1591,4,BS IV,"Front, Transverse",55,Petrol,1630,4270,1780,SUV,15.29,0,1180,190,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,123,151,5,2590,475,0,2
1067,Hyundai,Creta,1.6 Vtvt Sx Dual Tone,1287041,1591,4,BS IV,"Front, Transverse",55,Petrol,1630,4270,1780,SUV,15.29,0,1180,190,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,123,151,5,2590,475,0,2
1068,Hyundai,Creta,1.4 Crdi S,1197919,1396,4,BS IV,"Front, Transverse",55,Diesel,1630,4270,1780,SUV,21.38,0,0,190,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,90,220,5,2590,475,0,2
1069,Hyundai,Creta,1.6 Crdi Sx,1366797,1582,4,BS IV,"Front, Transverse",55,Diesel,1630,4270,1780,SUV,17.01,0,0,190,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,128,260,5,2590,475,0,2
1070,Hyundai,Creta,1.6 Crdi Sx (O),1543564,1582,4,BS IV,"Front, Transverse",55,Diesel,1630,4270,1780,SUV,17.01,0,0,190,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,128,260,5,2590,475,0,6
1071,Hyundai,Creta,1.6 Crdi Sx At,1527395,1582,4,BS IV,"Front, Transverse",55,Diesel,1630,4270,1780,SUV,17.01,0,0,190,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,128,260,5,2590,475,0,2
1072,Hyundai,Creta,1.6 Crdi Sx Dual Tone,1421208,1582,4,BS IV,"Front, Transverse",55,Diesel,1630,4270,1780,SUV,17.01,0,0,190,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,128,260,5,2590,475,0,2
1073,Hyundai,Creta,1.6 Crdi S At,1336033,1582,4,BS IV,"Front, Transverse",55,Diesel,1630,4270,1780,SUV,17.01,0,0,190,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,128,260,5,2590,475,0,2
1074,Hyundai,Creta,1.6 Vtvt Sx (O) Executive,1422937,1591,4,BS IV,"Front, Transverse",55,Petrol,1630,4270,1780,SUV,15.29,0,1180,190,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,121,151,5,2590,475,0,6
1075,Hyundai,Creta,1.6 Crdi Sx (O) Executive,1572064,1582,4,BS IV,"Front, Transverse",55,Diesel,1630,4270,1780,SUV,17.01,0,0,190,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,126,260,5,2590,475,0,6
1076,Hyundai,Creta,1.4 Crdi Ex,1107167,1396,4,BS IV,"Front, Transverse",55,Diesel,1630,4270,1780,SUV,21.38,0,0,190,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,90,220,5,2590,475,0,2
1077,Hyundai,Creta,1.6 Vtvt Ex,1092192,1591,4,BS IV,"Front, Transverse",55,Petrol,1630,4270,1780,SUV,15.29,0,0,190,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,123,151,5,2590,475,0,2
