0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Emission_Norm,Engine_Location,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,City_Mileage,Highway_Mileage,Kerb_Weight,Ground_Clearance,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Power,torque,Seating_Capacity,Wheelbase,Boot_Space,Minimum_Turning_Radius,Number_of_Airbags
366,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi At,1269599,1598,4,BS IV,"Front, Transverse",55,Petrol,1466,4413,1699,Sedan,12,14.84,1187,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,105,153,5,2552,460,5.3,2
367,Skoda,Monte Carlo,Monte Carlo 1.5 Tdi Mt,1299599,1498,4,BS IV,"Front, Transverse",55,Diesel,1466,4413,1699,Sedan,18,21.13,1210,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,110,250,5,2552,460,5.3,2
368,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi Mt,1139599,1598,4,BS IV,"Front, Transverse",55,Petrol,1466,4413,1699,Sedan,12,15.41,1137,163,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,0,0,105,153,5,2552,460,5.3,2
369,Mahindra,Xuv five hundred,G At,1610180,2179,4,BS IV,"Front, Transverse",70,Petrol,1785,4585,1890,SUV,0,0,1785,200,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600,1600,140,320,7,2700,96,5.6,2
370,Mahindra,Xuv five hundred,W7,1418313,2179,4,BS IV,"Front, Longitudinal",70,Diesel,1785,4585,1890,SUV,16,15.1,1785,200,McPherson type with anti-roll bar,Multilink type with anti-roll bar,1600,1600,155,330,7,2700,0,5.6,2
371,Mahindra,Xuv five hundred,W7 At,1539488,2179,4,BS IV,"Front, Transverse",70,Diesel,1785,4585,1890,SUV,16,0,1785,200,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600,1600,155,330,7,2700,96,5.6,6
372,Mahindra,Xuv five hundred,W9,1588943,2179,4,BS IV,"Front, Transverse",70,Diesel,1785,4585,1890,SUV,16,0,1785,200,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600,1600,155,330,7,2700,96,5.6,2
373,Mahindra,Xuv five hundred,W9 At,1710118,2179,4,BS IV,"Front, Transverse",70,Diesel,1785,4585,1890,SUV,16,0,1785,200,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600,1600,155,330,7,2700,96,5.6,2
374,Mahindra,Xuv five hundred,W11,1716319,2179,4,BS IV,"Front, Transverse",70,Diesel,1785,4585,1890,SUV,16,0,1785,200,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600,1600,155,330,7,2700,96,5.6,6
375,Mahindra,Xuv five hundred,W11 At,1837586,2179,4,BS IV,"Front, Transverse",70,Diesel,1785,4585,1890,SUV,16,0,1785,200,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600,1600,155,330,7,2700,96,5.6,6
376,Mahindra,Xuv five hundred,W11 (O),1741319,2179,4,BS IV,"Front, Transverse",70,Diesel,1785,4585,1890,SUV,16,0,1785,200,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600,1600,155,330,7,2700,96,5.6,6
377,Mahindra,Xuv five hundred,W11 (O) At,1862586,2179,4,BS IV,"Front, Transverse",70,Diesel,1785,4585,1890,SUV,16,0,1785,200,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600,1600,155,330,7,2700,96,5.6,6
378,Mahindra,Xuv five hundred,W11 (O) Awd,1852488,2179,4,BS IV,"Front, Transverse",70,Diesel,1785,4585,1890,SUV,16,0,1785,200,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600,1600,155,330,7,2700,96,5.6,6
379,Mahindra,Xuv five hundred,W11 (O) Awd At,1973664,2179,4,BS IV,"Front, Transverse",70,Diesel,1785,4585,1890,SUV,16,0,1785,200,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600,1600,155,330,7,2700,96,5.6,6
380,Mahindra,Xuv five hundred,W3,1230924,2179,4,BS IV,"Front, Transverse",70,Diesel,1785,4585,1890,SUV,16,0,1785,200,McPherson type with anti-roll bar,Multilink type with anti-roll bar,1600,1600,155,360,7,2700,96,5.6,2
381,Mahindra,E Verito,D4,1293214,72,0,0,0,0,Electric,1540,4247,1740,Sedan,110,0,0,0,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring,0,0,41,91,5,2630,510,5.25,0
382,Mahindra,E Verito,D2,1267208,72,0,0,0,0,Electric,1540,4247,1740,Sedan,110,0,0,0,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring,0,0,41,91,5,2630,510,5.25,0
383,Mahindra,E Verito,D6,1303241,72,0,0,0,0,Electric,1540,4247,1740,Sedan,110,0,0,0,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring,0,0,41,91,5,2630,510,5.25,0
384,Tata,Hexa,Xm Plus 4X2,1639374,2179,4,BS IV,"Front, Transverse",60,Diesel,1791,4788,1903,SUV,14,17.6,2280,200,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,0,0,156,400,7,2850,128,5.75,2
385,Tata,Hexa,Xt 4X4,1929417,2179,0,BS IV,"Front, Transverse",60,Diesel,1791,4788,1903,SUV,14,17.6,2280,200,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,0,0,156,320,6,2850,128,5.75,6
386,Tata,Hexa,Xta 4X2,1912593,2179,4,BS IV,"Front, Transverse",60,Diesel,1791,4788,1903,SUV,14,17.6,2280,200,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,0,0,156,400,6,2850,128,5.75,6
387,Tata,Hexa,Xt 4X2,1796458,2179,4,BS IV,"Front, Transverse",0,Diesel,1791,4788,1903,SUV,14,17.6,2280,200,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,0,0,156,400,6,2850,128,0,6
388,Tata,Hexa,Xe 4X2,1371864,2179,4,BS IV,"Front, Transverse",60,Diesel,1791,4788,1903,SUV,14,17.6,2280,200,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,0,0,150,320,7,2850,128,5.75,2
389,Tata,Hexa,Xm 4X2,1531377,2179,4,BS IV,"Front, Transverse",60,Diesel,1791,4788,1903,SUV,14,17.6,2280,200,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,0,0,156,400,7,2850,128,5.75,2
390,Tata,Hexa,Xma 4X2,1655587,2179,4,BS IV,"Front, Transverse",0,Diesel,1791,4788,1903,SUV,14,17.6,2280,200,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,0,0,156,400,7,2850,128,0,2
391,Toyota,Innova Crysta,2.4 Gx 7 Str,1605000,2393,4,BS VI,"Front, Longitudinal",55,Diesel,1795,4735,1830,MUV,12,0,1805,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,150,343,7,2750,0,5.4,3
392,Toyota,Innova Crysta,2.4 Vx 7 Str,1927000,2393,4,BS IV,"Front, Longitudinal",55,Diesel,1795,4735,1830,MUV,12,0,1815,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,150,343,7,2750,0,5.4,3
393,Toyota,Innova Crysta,2.4 Gx 8 Str,1610000,2393,4,BS VI,"Front, Longitudinal",55,Diesel,1795,4735,1830,MUV,12,0,1825,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,150,343,8,2750,0,5.4,3
394,Toyota,Innova Crysta,2.4 Vx 8 Str,1932000,2393,4,BS VI,"Front, Longitudinal",55,Diesel,1795,4735,1830,MUV,12,0,1820,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,150,343,8,2750,0,5.4,3
395,Toyota,Innova Crysta,2.4 Zx 7 Str,2113000,2393,4,BS VI,"Front, Longitudinal",55,Diesel,1795,4735,1830,MUV,12,0,1870,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,150,343,7,2750,0,5.4,7
396,Toyota,Innova Crysta,2.7 Gx At 8 Str,1620000,2694,4,BS VI,"Front, Longitudinal",55,Petrol,1795,4735,1830,MUV,11.2,0,1825,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,166,245,8,2750,0,5.4,7
397,Toyota,Innova Crysta,2.7 Gx At 7 Str,1615000,2694,4,BS VI,"Front, Longitudinal",55,Petrol,1795,4735,1830,MUV,11.2,0,1825,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,166,245,7,2750,0,5.4,7
398,Toyota,Innova Crysta,2.7 Zx At 7 Str,2103000,2393,4,BS IV,"Front, Longitudinal",55,Petrol,1795,4735,1830,MUV,11.2,0,1870,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,164,245,7,2750,0,5.4,7
399,Toyota,Innova Crysta,2.7 Vx 7 Str,1807000,2393,4,BS IV,"Front, Longitudinal",55,Petrol,1795,4735,1830,MUV,11.2,0,1815,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,150,343,7,2750,0,5.4,3
400,Toyota,Innova Crysta,2.7 Gx Mt 7 Str,1493000,2755,4,BS VI,"Front, Longitudinal",55,Petrol,1795,4735,1830,MUV,11.2,0,1825,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,174,360,7,2750,0,5.4,7
401,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,1498000,2755,4,BS VI,"Front, Longitudinal",55,Petrol,1795,4735,1830,MUV,11.2,0,1825,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,174,360,8,2750,0,5.4,7
402,Toyota,Innova Crysta,Touring Sport 2.4 Vx 7 Str,2097000,2393,4,BS VI,"Front, Longitudinal",55,Diesel,1795,4735,1830,MUV,12,0,1828,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,150,343,7,2750,0,5.4,3
403,Toyota,Innova Crysta,Touring Sport 2.7 Vx 7 Str,1892000,2393,4,BS VI,"Front, Longitudinal",55,Petrol,1795,4735,1830,MUV,11.2,0,1815,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,166,245,7,2750,0,5.4,3
404,Toyota,Innova Crysta,Touring Sport 2.7 Zx At 7 Str,2171000,2694,4,BS VI,"Front, Longitudinal",55,Petrol,1795,4735,1830,MUV,11.2,0,1870,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,166,245,7,2750,0,5.4,7
405,Toyota,Innova Crysta,2.4 G Plus 7 Str,1592000,2393,4,BS VI,"Front, Longitudinal",55,Diesel,1795,4735,1830,MUV,12,0,1805,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,150,343,7,2750,0,5.4,3
406,Toyota,Innova Crysta,2.4 G Plus 8 Str,1587000,2393,4,BS VI,"Front, Longitudinal",55,Diesel,1795,4735,1830,MUV,12,0,1825,167,Double Wishbone with Coil spring,4-Link with Coil Spring,1540,1540,150,343,8,2750,0,5.4,3
407,Jeep,Compass,1.4 Limited At,1996000,1368,6,BS 6,"Front, Longitudinal",60,Petrol,1640,4395,1818,SUV,0,0,1562,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,162,250,5,2636,0,0,2
408,Jeep,Compass,1.4 Sport,1560000,1368,6,BS 6,"Front, Longitudinal",60,Petrol,1640,4395,1818,SUV,0,0,1537,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,162,250,5,2636,0,0,2
409,Jeep,Compass,1.4 Limited (O) At,2055000,1368,6,BS 6,"Front, Longitudinal",60,Petrol,1640,4395,1818,SUV,0,0,1562,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,162,250,5,2636,0,0,2
410,Jeep,Compass,2.0 Sport,1661000,1956,6,BS 6,"Front, Longitudinal",60,Diesel,1640,4395,1818,SUV,0,0,1537,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,2
411,Jeep,Compass,2.0 Longitude,1803000,1956,6,BS 6,"Front, Longitudinal",60,Diesel,1640,4395,1818,SUV,0,0,1551,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,2
412,Jeep,Compass,2.0 Longitude (O),1888000,1956,6,BS 6,"Front, Longitudinal",60,Diesel,1640,4395,1818,SUV,0,0,1551,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,2
413,Jeep,Compass,2.0 Limited,1973000,1956,6,BS 6,"Front, Longitudinal",60,Diesel,1640,4395,1818,SUV,0,0,1562,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,2
414,Jeep,Compass,2.0 Limited (O),2022000,1956,6,BS 6,"Front, Longitudinal",60,Diesel,1640,4395,1818,SUV,0,0,1562,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,2
415,Jeep,Compass,2.0 Limited 4X4,2151000,1956,6,BS 6,"Front, Longitudinal",60,Diesel,1640,4395,1818,SUV,0,0,1641,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,6
416,Jeep,Compass,2.0 Limited (O) 4X4,2199000,1956,6,BS IV,"Front, Longitudinal",60,Diesel,1640,4395,1818,SUV,0,0,1641,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,6
417,Jeep,Compass,1.4 Limited Plus At Petrol,2167000,1368,6,BS 6,"Front, Longitudinal",60,Petrol,1640,4395,1818,SUV,0,0,1562,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,162,250,5,2636,0,0,6
418,Jeep,Compass,2.0 Limited Plus 4X2 Diesel,2133000,1956,6,BS 6,"Front, Longitudinal",60,Diesel,1640,4395,1818,SUV,0,0,1562,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,6
419,Jeep,Compass,2.0 Limited Plus 4X4 Diesel,2311000,1956,6,BS 6,"Front, Longitudinal",60,Diesel,1640,4395,1818,SUV,0,0,1641,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,6
420,Jeep,Compass,2.0 Sport Plus,1699000,1956,6,BS 6,"Front, Longitudinal",60,Diesel,1640,4395,1818,SUV,0,0,1537,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,2
421,Jeep,Compass,1.4 Sport Plus,1599000,1368,6,BS 6,"Front, Longitudinal",60,Petrol,1640,4395,1818,SUV,0,0,1537,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,162,250,5,2636,0,0,2
422,Jeep,Compass,1.4 Longitude (O) At,1900000,1368,6,BS 6,"Front, Longitudinal",60,Petrol,1640,4395,1818,SUV,0,0,1562,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,163,250,5,2636,0,0,2
423,Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,2070000,1368,6,BS 6,"Front, Longitudinal",60,Petrol,1640,4395,1818,SUV,0,0,1562,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,162,250,5,2636,0,0,6
424,Jeep,Compass,2.0 Limited (O) Black Pack,2036300,1956,6,BS 6,"Front, Longitudinal",60,Diesel,1640,4395,1818,SUV,0,0,1562,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,2
425,Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,2214000,1956,6,BS 6,"Front, Longitudinal",60,Diesel,1640,4395,1818,SUV,0,0,1641,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,6
426,Jeep,Compass,2.0 Limited Plus 4X4 At,2499000,1956,6,BS 6,"Front, Longitudinal",60,Diesel,1640,4395,1818,SUV,0,0,1562,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,6
427,Jeep,Compass,2.0 Longitude 4X4 At,2196000,1956,6,BS 6,"Front, Longitudinal",60,Diesel,1640,4395,1818,SUV,0,0,1551,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,2
428,Toyota,Corolla Altis,G Petrol,1645000,1798,4,BS IV,"Front, Transverse",55,Petrol,1475,4620,1775,Sedan,9.5,0,1220,175,MacPherson Strut,Torsion Beam,1530,1535,140,173,5,2700,470,5.4,3
429,Toyota,Corolla Altis,G At Petrol,1806000,1798,4,BS IV,"Front, Transverse",55,Petrol,1475,4620,1775,Sedan,9.5,0,1260,175,MacPherson Strut,Torsion Beam,1530,1535,140,173,5,2700,470,5.4,3
430,Toyota,Corolla Altis,Gl Petrol,1882000,1798,4,BS IV,"Front, Transverse",55,Petrol,1475,4620,1775,Sedan,9.5,0,1280,175,MacPherson Strut,Torsion Beam,1515,1520,140,173,5,2700,470,5.4,7
431,Toyota,Corolla Altis,Gl Diesel,1936000,1364,4,BS IV,"Front, Transverse",43,Diesel,1475,4620,1775,Sedan,18.2,21,1270,175,MacPherson Strut,Torsion Beam,1530,1535,88,205,5,2700,470,5.4,3
432,Toyota,Corolla Altis,G Diesel,1771000,1364,4,BS IV,"Front, Transverse",43,Diesel,1475,4620,1775,Sedan,18.4,21,1230,175,MacPherson Strut,Torsion Beam,1530,1535,88,205,5,2700,470,5.4,3
433,Toyota,Corolla Altis,Vl At Petrol,2019000,1798,4,BS IV,"Front, Transverse",55,Petrol,1475,4620,1775,Sedan,9.5,0,1310,175,MacPherson Strut,Torsion Beam,1515,1520,140,173,5,2700,470,5.4,7
434,Honda,Civic,1.8 V Cvt,1793900,1799,4,BS 6,"Front, Transverse",47,Petrol,1433,4656,1799,Sedan,0,0,1268,0,"MacPherson Strut, Coil Spring","Multilink, Coil Spring",0,0,141,174,5,2700,430,0,4
435,Honda,Civic,1.8 Vx Cvt,1944900,1799,4,BS 6,"Front, Transverse",47,Petrol,1433,4656,1799,Sedan,0,0,1275,0,"McPherson, Coil Spring with Torsion Bar",Multi-link coil spring,0,0,141,174,5,2700,430,0,4
436,Honda,Civic,1.8 Zx Cvt,2124900,1799,4,BS 6,"Front, Transverse",47,Petrol,1433,4656,1799,Sedan,0,0,1300,0,"McPherson, Coil Spring with Torsion Bar",Multi-link coil spring,0,0,141,174,5,2700,430,0,8
437,Honda,Civic,1.6 Vx Mt,2054900,1597,4,BS 6,"Front, Transverse",47,Diesel,1433,4656,1799,Sedan,0,0,1325,0,"McPherson, Coil Spring with Torsion Bar","Multilink, Coil Spring",0,0,120,300,5,2700,430,0,4
438,Honda,Civic,1.6 Zx Mt,2234900,1597,4,BS 6,"Front, Transverse",47,Diesel,1433,4656,1799,Sedan,0,0,1353,0,"McPherson, Coil Spring with Torsion Bar","Multilink, Coil Spring",0,0,120,300,5,2700,430,0,8
439,Mg,Zs Ev,Excite,2088000,0,0,BS 6,"Front, Longitudinal",0,Electric,1644,4314,1809,SUV,0,0,0,0,MacPherson Strut,Torsion Beam,0,0,142,353,5,2585,448,0,6
440,Mg,Zs Ev,Exclusive,2358000,0,0,BS 6,"Front, Longitudinal",0,Electric,1644,4314,1809,SUV,0,0,0,0,MacPherson Strut,Torsion Beam,0,0,142,353,5,2585,448,0,6
441,Kia,Carnival,Premium 7 Str,2495000,2199,4,BS 6,"Front, Longitudinal",0,Diesel,1755,5115,1985,MUV,0,0,0,0,Macpherson strut with Coil Spring,Multi link,1985,0,200,440,7,3060,540,0,2
